Global horizontal irradiation (GHI);Beam horizontal irradiation (BHI);Diffuse horizontal irradiation (DHI);Ambient temperature;Stromverbrauch VDI4655 EFH;Heizwärme VDI4655 EFH;Trinkwarmwasser VDI4655 EFH;Office 8-18;1 shift factory;2 shift factory
Wh/m²;Wh/m²;Wh/m²;°C;Normiert/a;Normiert/a;Normiert/a;Normiert/a;Normiert/a;Normiert/a
327,8800000000;168,2900000000;159,5900000000;9,9700000000;0,000139584;0,00014841;0;0,000193647;0,000287537;0,000230915
328,3500000000;202,8500000000;125,5000000000;10,7600000000;0,000136999;0,000123675;0;0,000183526;0,00020629;0,000165667
281,2500000000;193,7500000000;87,5000000000;11,0500000000;0,000166138;0,000103887;0;0,000179891;0,000219237;0,000176065
201,3200000000;136,3500000000;64,9800000000;10,9000000000;8,27164E-05;0,000128622;0,000480214;0,000164461;0,000278326;0,000223518
94,9500000000;55,7600000000;39,1900000000;10,0300000000;0,000272823;0,000108834;0;0,000161075;0,000289796;0,00023273
8,0700000000;0,0000000000;9,8400000000;6,9400000000;0,000134179;0,000108834;0;0,00013809;8,80686E-05;0,00016305
0,0000000000;0,0000000000;0,0000000000;5,3400000000;0,000160498;0,000108834;0,000960427;0,000101313;8,15514E-05;0,000157816
0,0000000000;0,0000000000;0,0000000000;4,6800000000;0,000159793;0,000089046;0;9,37229E-05;6,89516E-05;0,000147907
0,0000000000;0,0000000000;0,0000000000;3,9400000000;0,000148749;0,000084099;0;7,77223E-05;8,05955E-05;0,000156316
0,0000000000;0,0000000000;0,0000000000;3,4800000000;0,000163553;0,000089046;0;5,89421E-05;6,74309E-05;0,000145744
0,0000000000;0,0000000000;0,0000000000;2,9000000000;0,000214781;0,000118728;0,000960427;5,50221E-05;8,05955E-05;0,000156316
0,0000000000;0,0000000000;0,0000000000;2,6200000000;0,000187757;0,00009894;0;5,38818E-05;6,74309E-05;0,000145744
0,0000000000;0,0000000000;0,0000000000;2,3300000000;0,00011021;0,000103887;0;5,38818E-05;8,03783E-05;0,000156142
0,0000000000;0,0000000000;0,0000000000;1,5700000000;7,10719E-05;7,45653E-05;0;5,38818E-05;6,72136E-05;5,39779E-05
